ACC_X,ACC_Y,ACC_Z,PPG
25716,30260,35156,12307
25640,30432,35296,12316
25772,30072,35240,12311
24984,29612,35264,12286
23584,29500,35456,12254
23336,30136,35404,12229
24652,30164,35436,12208
22308,29548,35724,12190
22412,29956,35128,12177
22420,30528,35236,12160
22468,30672,34916,12143
22556,30784,34760,12125
23568,30936,34656,12110
24516,31452,34376,12091
25488,31964,33732,12084
26484,31884,33548,12084
27524,31876,33544,12093
28076,31440,33784,12108
27504,31480,33732,12131
25820,30932,34212,12152
24760,31100,34432,12152
22880,30820,34948,12130
21652,30432,35336,12087
23268,30568,35784,12047
22892,30292,36140,12045
23172,30836,34948,12059
23780,30904,34888,12073
23728,30376,35452,12077
24496,29556,35140,12075
25668,29516,35156,12072
26352,29612,35108,12067
25956,30160,35228,12068
25960,30392,35044,12070
25752,30152,35380,12079
24408,29496,35560,12086
23104,29940,35588,12086
23340,30156,35596,12086
21800,29720,35656,12083
22580,30036,35252,12071
22956,30480,34976,12043
22016,30880,34964,11991
22284,31264,34484,11940
23004,31236,34200,11896
24404,30692,34004,11866
25468,30824,33724,11851
26360,31276,33556,11844
26976,31432,33552,11840
27824,31340,33520,11847
28340,31124,33596,11862
27580,30804,33820,11892
26252,30588,34116,11917
24752,30244,34624,11943
22640,29808,34556,11962
19604,29260,36296,11960
22168,31432,35824,11960
23660,31476,36200,12002
24148,32220,35708,12070
23928,30864,35688,12100
24188,29748,35360,12081
25604,29132,35052,12047
26644,29424,34992,12020
26700,30028,35024,12005
25824,30316,35004,11998
25124,30392,35044,11997
25608,30348,35004,11993
24936,29804,35080,11991
23680,30156,35264,11984
22640,30316,35380,11973
19704,29852,36280,11962
21868,30860,35340,11950
23940,30652,35072,11946
23764,30292,34592,11946
23364,30244,34200,11947
23784,30860,34052,11942
24936,31360,33848,11925
25652,31868,33636,11885
26784,31368,33380,11842
27476,31052,33488,11815
27692,31116,33664,11803
27608,31044,33776,11810
26572,30844,34236,11827
25444,30556,34624,11838
24284,30328,34720,11852
22692,30648,35788,11853
21308,31272,34620,11858
22288,29584,35860,11864
23784,29156,36424,11873
24508,29856,34552,11890
24048,30024,34372,11906
24120,29652,34188,11925
25048,29664,34424,11950
26164,29552,34480,11962
26312,29712,34336,11948
25764,29888,34396,11917
25976,30304,34580,11883
26064,29972,34888,11857
24540,29836,35124,11842
23700,30104,35040,11827
23884,30304,35264,11813
21936,29624,35508,11798
21460,30024,35364,11781
22964,30616,34924,11760
22804,30888,34972,11749
22712,30604,34612,11742
23880,30640,34092,11726
25140,31124,33832,11720
26300,31596,33436,11724
27364,31844,33200,11737
27880,31664,33284,11758
27792,31240,33568,11775
27212,31176,33692,11776
26028,31172,34012,11759
24244,30960,34760,11746
23400,31032,34432,11740
20908,30556,34824,11729
19928,29844,35100,11706
24004,30256,35604,11691
25464,29908,36100,11705
24924,31144,34728,11744
24432,31064,34796,11766
24604,30120,35004,11775
25356,29700,34876,11786
26176,29876,34828,11796
26148,30192,34740,11801
25716,30236,34896,11806
25752,30332,35040,11817
25444,30236,35308,11823
24388,30076,35484,11813
23396,30040,35740,11780
22704,30272,35660,11735
21892,30072,35540,11702
21872,30264,35340,11677
23388,30580,34760,11662
23812,30568,34324,11652
23728,30636,34192,11647
24064,30712,34176,11637
24524,31000,33960,11622
25580,31284,33788,11615
26568,31608,33724,11620
27284,31660,33776,11633
27916,31620,33860,11659
27760,31580,34032,11694
27200,31204,34372,11729
25416,30944,34568,11764
23848,30892,34680,11775
21592,30520,34956,11747
19952,30116,35148,11707
22240,30364,35200,11677
24096,30176,35196,11674
23592,29900,35064,11687
23564,30492,34284,11703
23916,30136,34440,11717
24872,29740,34276,11741
26156,29476,34288,11755
26776,29416,34172,11778
26632,29676,34360,11790
26308,29980,34496,11806
26364,29988,34696,11818
25196,29484,35052,11830
23472,29708,35516,11838
22720,30232,35572,11835
21368,29792,36036,11833
21452,30212,36000,11813
21976,30668,35888,11788
21796,31080,35428,11771
21808,31412,35032,11757
22524,31456,35092,11744
24272,31336,34436,11737
25388,31568,33992,11739
26452,31888,33588,11748
27180,31876,33500,11763
27896,31852,33392,11782
27884,31384,33432,11808
26956,31000,33376,11839
25468,30592,33688,11862
23060,30128,34000,11875
20984,29800,34220,11875
22420,29944,35564,11879
23744,30484,36128,11896
22884,31100,34964,11938
22452,31504,34792,11958
22660,30188,35612,11956
24920,29520,35196,11965
26544,29672,34952,11978
26664,29916,34932,11997
25996,30496,34760,12008
25488,30496,34896,12025
24884,30200,35132,12036
24272,29664,35332,12037
23464,29500,35664,12045
23436,30076,35612,12046
23476,30236,35532,12052
22960,30260,35696,12057
24260,30616,35092,12069
23696,30696,35044,12077
22988,30824,34792,12080
23096,30948,34600,12066
23904,31032,34436,12047
24768,31100,34124,12030
25292,31288,33768,12024
26036,31692,33496,12026
26972,31756,33484,12035
27776,31632,33400,12045
27620,31312,33600,12059
25944,30756,34168,12071
24332,30648,34524,12080
22072,30584,34812,12088
20752,30456,35280,12092
24260,31008,35528,12114
25292,30904,35948,12162
24248,30212,35032,12206
22840,30780,35012,12221
23844,30256,34844,12231
25212,29928,34772,12232
26132,29684,34640,12223
26136,30040,34612,12216
25644,30492,34804,12208
25604,30504,34796,12210
25940,30004,34884,12212
26072,29800,35004,12215
24932,30016,35336,12215
23436,30364,35544,12213
22672,30508,35356,12213
21732,30228,35832,12209
23120,30300,35712,12209
22864,30504,35428,12215
22320,30904,35264,12215
22660,31148,34952,12220
23360,31036,34828,12221
24328,30968,34360,12221
25560,31072,33856,12213
26692,31248,33684,12196
27632,31424,33576,12187
28052,31408,33564,12189
27824,31128,33672,12206
26712,30924,33956,12229
25304,30724,34364,12249
23624,30512,34684,12265
22056,30476,34780,12257
21060,30272,35312,12253
22556,30584,35668,12257
21764,30756,36040,12280
23244,30988,34608,12307
24092,30356,34520,12319
24968,29344,34284,12336
26124,29764,34492,12361
26536,29868,34320,12374
26408,30004,34336,12387
26472,29936,34448,12389
25920,29620,34740,12380
24028,29452,35528,12363
22792,29836,35856,12353
21080,29772,36932,12333
21876,30368,36984,12321
23520,30960,36524,12326
22368,31052,36520,12337
20992,31208,36080,12345
21220,31200,35448,12343
22680,30972,35164,12333
24316,31240,34340,12323
25896,31596,33696,12312
27120,31596,33676,12305
28160,31544,33512,12315
28636,31488,33288,12323
28288,31332,33536,12337
26508,31052,33668,12348
25184,30612,33860,12354
22672,30008,34148,12340
20068,29392,34728,12309
21212,29964,36092,12274
20420,30668,36520,12257
22336,30952,34040,12261
22648,30308,35088,12272
23368,29060,35024,12277
24636,28664,34504,12288
25864,29164,34316,12300
26532,29984,34400,12309
26240,30044,34704,12319
25844,29724,34880,12323
25980,29208,35268,12332
25356,29080,35856,12334
23720,29584,36072,12338
21904,29980,36696,12337
20336,30120,37448,12328
21484,30964,36740,12307
21656,30508,36100,12276
20888,30340,35428,12247
20472,31032,35032,12219
21980,31440,34268,12192
24036,31464,33828,12182
25300,31248,33620,12168
26884,31640,33164,12153
28192,31704,32972,12145
29000,31572,33040,12144
28636,31160,33340,12153
27216,31652,32968,12159
25440,29992,34280,12171
22956,30060,34456,12184
19608,29748,34692,12186
20368,29748,36428,12178
22036,29992,37456,12184
21644,31572,34336,12216
21208,31080,35320,12243
22564,29904,35920,12222
24824,29260,35520,12212
26216,29244,35056,12212
26688,29872,34708,12213
26700,30172,34960,12223
26608,29968,34972,12231
26284,29848,35756,12237
24824,29188,35868,12238
22836,29384,36236,12236
21112,29712,36520,12232
19828,30088,36572,12222
22644,31188,35736,12225
23368,31104,35524,12236
22528,30200,35520,12253
21596,31000,35776,12261
22984,31388,34576,12247
24812,31408,34512,12211
26104,31300,34236,12172
26756,31556,33792,12143
27376,31860,33452,12134
27720,31652,33600,12128
27704,31512,33604,12129
26112,31272,33764,12139
24708,30768,34292,12152
22768,30448,34424,12154
21172,30264,34792,12144
22148,30424,35144,12134
22208,30412,35820,12129
22368,30664,35624,12146
23540,30980,34468,12173
23796,30068,34824,12195
23880,29472,35232,12213
25144,29524,35124,12217
25844,29824,35228,12202
26256,30232,35256,12181
26152,29944,35172,12169
26100,29900,35500,12167
25020,29516,35816,12171
23196,29720,35852,12172
22452,30048,36008,12170
21700,29636,36180,12167
22056,30300,35892,12167
22632,30616,35288,12169
21064,31176,35172,12173
21092,31232,34664,12176
22588,30832,34364,12172
23676,30492,34108,12169
24484,30852,33776,12162
25868,31620,33396,12163
27280,32352,33164,12154
27884,32216,33404,12141
27664,31888,33632,12134
27088,31564,33752,12138
25564,31348,34168,12148
23440,31060,34248,12161
21168,30428,34720,12162
21512,30084,34876,12152
21568,30080,35920,12145
21040,30564,35728,12151
22456,30892,34260,12168
23144,30196,34748,12188
23464,29328,34928,12207
24756,29272,34524,12230
25808,29416,34636,12247
26364,29684,34664,12265
26432,30000,34768,12271
26400,29844,34940,12267
25260,29296,35208,12252
23580,29432,35796,12245
21888,29820,35960,12233
21360,29652,35660,12223
21748,29812,35472,12217
22016,30344,35344,12214
21600,30896,34952,12211
21320,31008,34472,12218
21828,30980,34276,12212
23044,30896,33848,12208
24104,30988,33432,12200
24956,31248,33248,12200
26332,31896,32876,12204
27592,32196,32872,12211
27960,31612,33324,12215
26408,31272,33584,12211
25604,31416,33764,12202
24256,30824,34204,12198
22404,30460,34628,12200
23052,30556,35032,12192
23240,30260,35972,12192
22272,30684,35312,12221
21584,31024,34512,12248
21900,30160,35368,12263
23200,29696,35824,12274
24672,29304,35536,12288
25536,29492,35228,12301
25692,29852,35456,12318
26040,30052,35468,12335
26212,29536,35544,12347
24812,29020,35912,12353
23288,29468,35800,12342
21568,29476,36296,12322
21384,29928,35912,12313
21596,29848,35580,12303
21064,30244,35288,12303
21384,30472,34788,12300
22436,30312,34108,12293
21708,30508,33700,12288
22368,31224,33104,12279
24608,32356,32688,12274
26764,32516,32856,12278
28032,31876,32988,12284
28748,31688,32740,12290
27996,31064,33368,12310
26188,30840,33900,12330
24520,30984,34452,12339
22040,30764,34536,12347
21860,30520,35344,12325
23856,30316,36128,12318
22980,30276,35528,12355
21464,30348,35408,12414
21152,31496,35500,12453
22396,29996,35844,12479
24736,29880,35264,12490
26336,29712,34984,12497
26144,29764,35060,12519
25792,29984,34996,12537
25764,30040,34940,12554
25404,29576,35072,12567
24160,29340,34976,12578
23236,29780,35232,12581
23152,30232,35232,12564
21552,29780,35880,12541
21672,30744,35220,12508
21640,30808,34728,12482
21428,30508,34496,12466
22212,30368,34120,12452
22944,30756,34088,12441
23372,31744,34400,12427
24208,31744,34244,12418
25252,32248,33624,12412
26692,32316,33112,12408
27724,31708,33396,12411
28440,31284,33488,12416
28320,31052,33372,12422
26748,30572,33460,12428
25252,30312,34040,12438
22844,29752,34472,12449
20120,29612,34940,12432
18912,29900,35212,12395
22660,30148,36132,12363
24344,30284,36376,12363
23548,30764,34932,12398
23364,29836,34868,12408
24944,29612,34736,12414
26080,29420,34844,12429
26404,29580,34320,12437
25932,29728,34272,12444
25820,29860,34472,12448
25904,30128,34608,12452
25748,30264,34632,12450
25116,30180,35064,12453
24060,29996,35384,12453
22736,30368,35748,12453
21520,30668,35576,12441
20360,30968,36188,12422
21560,31352,35776,12398
21968,31328,35176,12384
22376,31652,34992,12363
23780,31696,34496,12343
25232,31372,34184,12331
25856,30652,34244,12320
26684,30964,33540,12309
27364,31120,33324,12299
27608,31152,33528,12295
27684,31180,33384,12295
26928,30804,33812,12308
25612,30488,34088,12321
24472,30284,34228,12333
22472,29844,34536,12341
20656,29560,35364,12331
22020,30464,36584,12318
23280,32020,36256,12322
22376,31480,35132,12352
23376,30508,34820,12363
24848,28868,34536,12357
25684,28772,34428,12364
26080,29332,34480,12377
26088,29880,34324,12379
25748,29716,34480,12381
26060,29696,34552,12386
26288,29844,34592,12390
25368,29424,34848,12394
24044,29524,35428,12399
23116,30044,35632,12395
21276,29572,36056,12386
21204,30616,36444,12379
22844,31152,35616,12374
22820,30988,35360,12363
23204,30288,34872,12334
23284,30464,34360,12293
23160,31044,34376,12258
24236,31500,34104,12227
25968,31900,33696,12206
27040,32044,33524,12201
27196,31932,33660,12202
27196,31864,33664,12205
26900,31728,33924,12217
25712,31232,34064,12229
24804,30868,34048,12233
22296,30388,34400,12234
20368,29868,35048,12228
22476,30108,35660,12219
23240,30340,35916,12232
22772,28172,35644,12253
23384,31740,34232,12272
24468,30272,34508,12268
24972,29712,34028,12248
25500,29400,33984,12237
26240,29672,34204,12231
26264,29856,34592,12228
26012,30344,34720,12223
25940,30504,34620,12224
25328,29760,34976,12227
23788,29292,35656,12231
23160,29904,35600,12229
23444,30240,35692,12221
22084,29852,36104,12220
22644,30500,35708,12222
22660,30568,35264,12227
22128,30596,34928,12226
22596,30708,34800,12219
23848,31196,34512,12202
24408,31164,34200,12176
25156,31116,33780,12153
26208,31124,33520,12138
27208,31532,33312,12133
27960,31484,33304,12140
28460,31936,33772,12156
26380,30788,34680,12176
25312,30332,34384,12196
23444,30044,35316,12207
21916,29888,35592,12210
21220,29748,35868,12215
23764,29912,36156,12224
23704,31004,35380,12260
22892,31292,34496,12288
23204,30268,35504,12313
24416,29704,35336,12338
25640,29564,34904,12338
26272,30012,34648,12321
26180,30388,34668,12309
26136,30372,34972,12304
26380,30200,34940,12302
26148,30008,35028,12303
24860,29896,35160,12303
23632,30184,35208,12306
22424,30048,35740,12304
21268,29848,35816,12300
21812,30444,35812,12294
22932,30708,35684,12287
22468,30368,35068,12286
21956,30264,34832,12284
22868,30828,34328,12279
23840,31148,34056,12276
24896,31320,33728,12271
26048,31812,33292,12262
27020,32012,33168,12249
27656,31796,33112,12242
28112,31044,33452,12243
27192,30660,33600,12257
25452,30456,34312,12274
23956,30792,34568,12290
22708,30960,34836,12302
21992,31032,35664,12308
22060,30804,36640,12324
21036,30548,36396,12344
22312,31220,34640,12359
23600,30108,34884,12382
24012,29616,34632,12406
24744,28920,34188,12432
25604,29168,34260,12450
26100,29680,34392,12468
26456,29992,34428,12466
26552,29836,34624,12462
26140,29240,34688,12451
24488,29256,35240,12447
22980,29708,35576,12438
20360,29744,35604,12422
21624,30800,35324,12415
21936,30540,35272,12405
21156,30380,34928,12401
21436,30252,34436,12402
22776,30808,33872,12394
24436,31256,33624,12385
25944,31692,33312,12378
27108,31916,33136,12374
27912,31908,33164,12379
28164,31820,33168,12382
27624,31364,33400,12391
26180,31136,33676,12400
24832,30868,34096,12406
23008,30460,34520,12406
21180,30672,34704,12404
19920,30096,35724,12391
19632,31092,35660,12377
22788,25392,36948,12372
24068,29544,35176,12379
23964,29152,34764,12421
24428,28828,34580,12441
25040,29332,34556,12458
25772,29860,34212,12462
25908,29712,34288,12466
26384,29604,34416,12476
26144,29264,34844,12494
24928,28836,35044,12509
23660,29436,35260,12507
22596,30224,35484,12486
20340,29680,36220,12454
20024,30296,36324,12435
21140,30400,35752,12409
20396,30300,35620,12391
20384,30576,34932,12376
22348,31412,34124,12353
24200,31852,33600,12338
25808,31964,33192,12324
27364,32024,32952,12319
28188,31948,33048,12316
27800,31684,33284,12324
26804,31596,33356,12345
25888,31336,33724,12377
25144,30992,34008,12409
23580,30432,34312,12431
21392,30096,34904,12430
21352,30100,35680,12401
20808,30536,35836,12375
21236,30828,34636,12370
21852,30492,34880,12372
22448,29132,35016,12377
23732,28736,34452,12388
24732,28980,34736,12398
25484,29848,35128,12409
25884,30024,35412,12418
26400,29828,35108,12426
26432,29408,35044,12440
25476,29492,35372,12454
23400,29420,35720,12460
21756,30036,35992,12464
21160,30072,35900,12468
20220,29924,36184,12456
22084,30316,35316,12439
22236,30768,34980,12408
21116,30852,34912,12391
21324,30856,34268,12376
22964,30912,33836,12358
24632,31060,33496,12343
26000,31524,33156,12334
26996,31960,32972,12328
28040,32092,32908,12327
28560,31956,32940,12334
28152,31260,33528,12355
26864,31108,33752,12381
24464,30840,34400,12414
22680,30836,34392,12441
19628,30300,35188,12453
18704,30020,35756,12445
20636,30412,35900,12432
21680,30296,35684,12421
22572,30160,34880,12424
23092,29460,34652,12427
24356,29172,34148,12438
25572,29356,34092,12453
26340,29512,34188,12469
26500,29700,34292,12473
26280,29664,34404,12480
25944,29748,34520,12483
25652,29668,34840,12487
24044,29576,35488,12490
22696,30204,35888,12489
22224,30664,36024,12491
20336,29976,36564,12504
20316,30140,36060,12512
21640,30888,35004,12505
21816,31044,34712,12496
21512,31256,34492,12478
22308,31236,34136,12454
23440,31164,33564,12437
24476,31312,33240,12428
26152,31840,32764,12424
27632,32076,32716,12427
28572,31568,33064,12435
29144,31020,33368,12439
28556,31164,33284,12450
26688,30976,33816,12473
24576,30656,34536,12501
22288,30604,35028,12532
17880,30068,35696,12547
18512,30328,35780,12549
20676,30304,36404,12551
21832,29980,35668,12571
21992,29616,35096,12585
23176,28908,34768,12581
25100,29048,34508,12582
26152,29428,34812,12589
26484,29616,34820,12592
26092,29892,35072,12597
25920,29616,34928,12597
25420,29332,35148,12599
24708,29324,35224,12600
23860,29592,35196,12601
23368,29812,34872,12598
22184,30044,34760,12598
19168,29824,35492,12596
19000,30544,34908,12589
21056,31132,33716,12589
21972,30772,33880,12588
22728,29704,33440,12576
21688,29516,33056,12556
21856,31344,32412,12531
24428,32296,32256,12513
26324,32188,32592,12509
27328,31704,32328,12503
28112,31796,32008,12497
28308,31136,32620,12501
27708,30824,33156,12507
26508,30900,33776,12514
24788,30868,34536,12531
21304,31336,35296,12555
18420,29616,37228,12560
22100,31964,37812,12583
22572,32196,37940,12612
22464,30912,37672,12656
23304,29164,37512,12665
24740,30048,37864,12652
25380,30076,37576,12637
25592,29960,37100,12649
25420,29884,36836,12658
25440,29876,36076,12663
25100,29880,35376,12661
24592,29812,34632,12658
23288,29868,33292,12656
22496,29948,32500,12658
23340,30504,31236,12667
25104,31396,30532,12685
23916,30372,33008,12721
19556,28992,33268,12754
23096,28972,32716,12739
23700,29908,32236,12710
22816,29840,32128,12674
22940,30500,32592,12632
24116,31292,32732,12597
23648,30320,32248,12569
24048,31184,31280,12552
24976,31060,32056,12542
25496,30648,32380,12531
25852,30384,32292,12511
26020,30164,32496,12490
25472,30592,32824,12477
24700,30804,33552,12467
23804,31052,34436,12453
23004,31816,34252,12444
23304,32268,34812,12442
23624,31928,35824,12440
23676,31720,36056,12430
24416,31720,36624,12412
26132,31716,37056,12394
25156,31664,37028,12396
23744,31384,35900,12415
24976,30632,35528,12424
26304,30068,34712,12421
25120,31580,34052,12416
25164,31720,33796,12416
25180,31320,33900,12414
25204,31000,33468,12411
25496,30848,33160,12410
25516,31048,33304,12412
25444,31364,33524,12415
24700,30944,33768,12418
23292,30520,34148,12413
22460,30400,34488,12400
21092,29832,34676,12359
21776,30228,34932,12319
23572,28804,35544,12287
25212,29252,34084,12268
24652,31004,33852,12253
24448,30532,33872,12246
24780,30584,33564,12234
25584,31148,33364,12221
26476,31368,33316,12217
27136,31256,33412,12216
27252,31164,33484,12229
27000,30888,33816,12246
26444,30896,33964,12274
24612,30664,34392,12299
22780,30648,34548,12316
21084,30656,34540,12308
20956,30440,34692,12278
23744,30652,34928,12236
25176,29596,35820,12214
24460,30536,34940,12216
24544,30704,34108,12214
24908,29944,34200,12213
25380,29524,34376,12220
26072,29792,34484,12226
26520,29780,34504,12227
26060,30108,34464,12231
25976,30348,34612,12238
25900,30444,34784,12245
24172,29780,35132,12253
22776,30004,35404,12259
21472,30064,35460,12251
20472,30320,35908,12250
21804,30952,34892,12231
22744,30944,34552,12203
22800,30904,34392,12174
23308,30752,33832,12151
23964,31380,33680,12137
24516,32000,33684,12126
25468,32308,33136,12118
26680,32120,33144,12121
27652,31912,33076,12127
27604,31300,33592,12138
26892,31348,33688,12149
25244,31144,33980,12166
23564,30744,34356,12187
20628,30364,34384,12200
20524,30108,34912,12189
23104,30528,35888,12186
22904,30540,35680,12210
23280,30744,34236,12228
23792,30308,34928,12224
24628,29612,35080,12217
25784,29696,34636,12221
26392,29752,34676,12227
26268,29816,34528,12236
25924,29768,34684,12252
25720,29476,34692,12263
24748,29220,34972,12274
23524,29460,35120,12276
22812,30120,35492,12280
22244,29680,35776,12276
21952,29680,35512,12280
21032,29432,35544,12276
21168,30476,34724,12273
22460,30948,34056,12264
23508,31180,33924,12245
23876,30916,33544,12224
24332,30776,33300,12203
24696,30928,33196,12191
26100,31712,32880,12180
27448,31992,32928,12182
27900,31736,33180,12198
26564,31076,33680,12222
25460,31028,33912,12238
24924,30836,34460,12252
23596,30676,34764,12268
22540,30452,35700,12278
23148,31448,35400,12295
22900,30032,36160,12329
23192,30500,35328,12352
23344,30068,35468,12365
24012,30148,35596,12365
24600,30152,35372,12349
25372,30300,35496,12340
25628,30112,35576,12336
25528,29880,35416,12338
25804,29680,35464,12347
25552,29064,35556,12357
23892,29400,36212,12369
23504,30052,35744,12372
21924,29940,36252,12371
21676,30624,35984,12380
22900,31188,35080,12374
23664,30120,35356,12373
22316,30312,34632,12373
21644,30092,34596,12367
22404,31204,34540,12362
23668,31744,34204,12349
24976,31936,33744,12337
26284,32140,33156,12318
27496,31700,33328,12314
28032,31328,33572,12313
27444,31128,33376,12307
25736,30572,34068,12302
23840,30312,34328,12308
21604,30316,34640,12310
22576,30696,35392,12305
23020,30576,36348,12319
22756,31084,35212,12362
23888,31192,34356,12390
24012,30452,35356,12411
24464,29492,35296,12427
25108,29516,35108,12440
25540,29824,35200,12448
25600,30208,35336,12445
25964,30140,35364,12437
25640,29804,35472,12431
24480,29532,35892,12441
23512,29464,35544,12456
23236,29628,35288,12474
21456,29244,35732,12495
22320,29616,34884,12504
23192,29856,34320,12505
23648,30084,34112,12501
23104,30084,33848,12493
22368,30480,33608,12480
22764,31220,33512,12463
24368,31464,33272,12445
25612,31284,33108,12434
27712,31316,33272,12430
27692,30980,33816,12415
26160,30752,34004,12392
25000,30808,34412,12371
24108,30892,34512,12351
23356,30956,34496,12337
24076,30856,34784,12328
23956,30200,35340,12316
23736,30168,35212,12309
24156,30528,34380,12315
24112,30228,34656,12320
23700,29884,35024,12325
23832,29660,35240,12333
24672,29568,35348,12334
25396,29836,35588,12337
25744,29996,35616,12350
25504,29528,35608,12363
24088,28784,35928,12371
22568,29048,35904,12366
20760,29044,35988,12343
21252,30132,35164,12315
23448,30076,34468,12297
23344,30084,34372,12279
22172,29528,33724,12271
21516,30132,32992,12259
22428,31180,33036,12253
23808,31740,32868,12249
25192,31744,32732,12234
26448,31240,32788,12222
27328,31252,32628,12215
26960,31052,32968,12210
25196,30800,33424,12216
24460,31396,33644,12227
24160,31252,34056,12233
23796,30968,34300,12244
24400,30888,34952,12242
24040,30568,35984,12219
23020,30712,35440,12220
22188,30476,34888,12241
22468,29892,35480,12255
23412,29644,35748,12254
23996,29528,35584,12254
24464,29840,35400,12257
25276,30084,35516,12271
26004,29992,35436,12285
25712,29412,35384,12299
24472,28740,35380,12313
22984,29092,35296,12327
22232,29532,35196,12331
21604,29976,35208,12331
22076,29780,34552,12333
21644,29820,34160,12325
21452,30304,33964,12304
20936,30508,33644,12277
20984,30724,33816,12258
22884,30864,33568,12235
24756,31724,33072,12210
26320,31948,32960,12191
27556,32048,32988,12179
28316,31760,33100,12179
27304,31076,33380,12190
25924,30688,33804,12212
25480,31100,34032,12233
24140,31376,35484,12252
23392,30928,34796,12283
23348,30360,35936,12333
20988,29896,36588,12365
21708,30188,35324,12385
23352,30420,34920,12390
23488,29204,34976,12384
23752,28864,34448,12372
24740,29128,34512,12368
25380,29736,34596,12373
25796,30240,34708,12368
26112,30032,34736,12369
25512,29240,35008,12371
23928,28592,35316,12375
23084,29128,35344,12382
23776,29692,35392,12384
23008,29592,35932,12382
21800,29132,35704,12387
19952,29668,34708,12381
20340,30712,34160,12376
21400,31084,34452,12378
22660,30668,34004,12376
22592,30272,33156,12365
22936,31052,32676,12345
25080,31960,32612,12317
27720,34676,31588,12299
29024,31760,33092,12295
26912,30632,33200,12315
24720,31184,32764,12307
24028,31344,33672,12296
22924,31136,34248,12305
23092,30304,34916,12310
23932,30344,36620,12304
23612,31388,35728,12322
23192,32312,35028,12373
23116,31576,35392,12420
23448,29792,35940,12447
24528,29416,36056,12466
24908,29812,35976,12478
25152,30376,35796,12494
25160,30488,35732,12509
25524,30164,35736,12511
25484,29684,35648,12508
24132,29056,35612,12504
22868,29396,35384,12501
22096,29704,35360,12498
21404,29816,35364,12494
22380,29808,34856,12488
22164,30324,34564,12483
21848,30452,34228,12475
21640,30536,33952,12472
22096,30612,34060,12467
23740,31204,33812,12459
24628,31280,33516,12455
25548,31692,33296,12450
26976,32080,33212,12455
27692,31908,33388,12456
27104,31592,33572,12450
25964,31244,33892,12441
25196,31148,34052,12434
24228,30884,34384,12431
24024,30596,34776,12429
23640,30208,35592,12424
22688,30128,36432,12428
22508,31216,34624,12445
22128,30512,34804,12463
22776,30064,35604,12469
23860,29580,35780,12480
24576,29492,35308,12481
24928,29836,35480,12486
25332,30260,35784,12499
25868,30112,35636,12514
25788,29332,35468,12525
24308,29120,35840,12536
23632,29884,35572,12529
23168,30144,35748,12505
21616,29704,35892,12486
21752,30208,35444,12466
22640,30488,35012,12449
21928,30820,34992,12432
21220,31152,34420,12421
22620,31272,33828,12406
24376,31388,33664,12395
25424,31144,33828,12387
26480,31748,33324,12380
27120,31656,33296,12378
27476,31576,33432,12381
27004,31504,33456,12392
25420,31328,33832,12412
25032,31108,34152,12427
23600,30636,34380,12443
22460,30436,34572,12446
22952,30420,35160,12420
22460,29948,36200,12393
22520,30708,35296,12385
23244,30872,34592,12391
23668,30168,35084,12393
24200,29504,34984,12397
24948,29276,34700,12399
25412,29632,34808,12399
25572,30148,35024,12403
25892,30144,34892,12410
25920,29784,34980,12418
25048,29236,35260,12421
23972,29876,35612,12426
22528,30084,35928,12426
21144,30460,36112,12428
22388,30652,35732,12431
22792,30952,35736,12426
22228,31036,35476,12406
22292,31216,35324,12381
22864,31356,35156,12356
24624,31728,34196,12342
26056,31756,33904,12331
27044,31608,33944,12324
27684,31868,33596,12320
27668,31632,33772,12325
26872,31412,33972,12338
26000,31188,34096,12357
25200,30892,34324,12373
23360,30308,34492,12386
20912,30316,34800,12390
21404,30464,34960,12379
21436,30076,35692,12377
22656,30668,34824,12381
24488,30736,34308,12384
24720,30000,34516,12378
24740,29484,34112,12366
25360,29576,34140,12354
26012,29948,34400,12345
26280,30128,34400,12342
26008,29740,34420,12341
25920,29440,34952,12344
25284,29292,35416,12349
24272,29604,36248,12346
22260,29564,36496,12338
20548,30096,36920,12340
24120,31172,36288,12352
24228,30892,36124,12381
21572,30120,36288,12399
21136,31080,32656,12409
22436,31484,35080,12405
24224,31608,34616,12396
25616,31588,34164,12376
26600,31680,33884,12347
27620,31896,33624,12324
27916,31756,33596,12316
27508,31388,33764,12317
26604,31088,33904,12322
25704,30932,34176,12326
22956,30444,34440,12334
19696,30028,34492,12326
21548,30532,34968,12312
23180,30204,35396,12304
23052,29964,34560,12313
23396,30056,34276,12323
23448,29692,34688,12341
24608,29496,34528,12356
25444,29520,34664,12367
25896,29552,34604,12369
26284,29608,34460,12368
26484,29444,34480,12354
25964,29164,34656,12340
24568,29464,34792,12327
23160,29920,35136,12318
20616,29600,35788,12304
21928,30676,35228,12289
23016,31480,34896,12279
22664,31560,34524,12278
22700,31204,34256,12270
20480,36820,34288,12287
23088,32952,33524,12268
24296,31656,33512,12263
25084,32048,33372,12257
26052,32064,33312,12254
26756,31856,33276,12257
26992,31404,33364,12253
26724,31168,33392,12238
25980,30928,33528,12218
25224,30692,33788,12196
24416,30924,34144,12186
22768,30876,34308,12183
19956,30628,34128,12176
19976,30264,33820,12158
23660,29616,34312,12153
23320,29720,35064,12166
23348,30536,34340,12169
24532,30764,34172,12174
25240,31256,34468,12187
25996,30840,34360,12202
26212,31256,34052,12214
