accX,accY,accZ,gyroX,gyroY,gyroZ
0.001708984375,0.031494140625,1.01171875,-4.2724609375,1.28173828125,6.53076171875
0.0185546875,0.015625,1.011962890625,-3.2958984375,1.5869140625,6.103515625
0.009521484375,0.021484375,1.0107421875,-0.79345703125,2.25830078125,3.662109375
0.0068359375,0.02587890625,1.009033203125,0.67138671875,2.5634765625,1.28173828125
0.0068359375,0.023681640625,1.014892578125,0.3662109375,1.89208984375,0.30517578125
-0.009521484375,0.046142578125,1.008544921875,1.89208984375,3.0517578125,0.30517578125
-0.0087890625,0.03271484375,1.011962890625,1.708984375,2.3193359375,4.39453125
0.015380859375,0.013671875,1.008544921875,-0.6103515625,2.0751953125,6.7138671875
0.011962890625,0.021484375,1.009521484375,-0.8544921875,1.03759765625,3.11279296875
0.009521484375,0.02392578125,1.012451171875,-1.46484375,-0.30517578125,1.03759765625
0.00732421875,0.02587890625,1.010986328125,0.67138671875,1.89208984375,0.42724609375
0.001953125,0.030517578125,1.010986328125,2.3193359375,2.86865234375,-0.9765625
0.005615234375,0.0263671875,1.0107421875,0.0,1.15966796875,-0.91552734375
0.00537109375,0.025390625,1.010009765625,-0.67138671875,0.732421875,0.06103515625
0.00537109375,0.02734375,1.01171875,-0.06103515625,0.91552734375,0.42724609375
0.003662109375,0.027587890625,1.00927734375,-0.06103515625,1.40380859375,0.244140625
0.0048828125,0.02783203125,1.01513671875,-0.42724609375,1.28173828125,0.1220703125
0.004150390625,0.024169921875,1.00732421875,0.3662109375,2.01416015625,0.06103515625
0.00341796875,0.028076171875,1.009765625,0.8544921875,2.197265625,-0.244140625
0.00390625,0.029541015625,1.0146484375,0.30517578125,1.3427734375,-0.06103515625
0.005615234375,0.029296875,1.009765625,0.48828125,1.220703125,0.18310546875
0.00390625,0.029296875,1.01123046875,0.06103515625,1.220703125,0.30517578125
0.00634765625,0.029052734375,1.01025390625,-0.42724609375,0.9765625,0.30517578125
0.002685546875,0.02880859375,1.010009765625,-1.03759765625,0.42724609375,0.06103515625
0.003662109375,0.026611328125,1.012451171875,-1.52587890625,-0.3662109375,0.1220703125
0.00634765625,0.02587890625,1.00927734375,-1.15966796875,0.18310546875,-0.06103515625
0.0068359375,0.02294921875,1.01318359375,0.30517578125,0.9765625,-0.42724609375
0.01904296875,-0.003173828125,1.010009765625,-0.67138671875,1.708984375,-0.42724609375
0.0087890625,0.004150390625,1.011474609375,-6.7138671875,0.9765625,1.03759765625
0.06396484375,-0.041259765625,1.0263671875,-3.60107421875,-3.41796875,13.00048828125
0.017333984375,-0.0009765625,0.99365234375,-21.1181640625,-0.3662109375,17.63916015625
-0.017822265625,0.049072265625,1.00146484375,-16.9677734375,3.11279296875,16.11328125
0.11767578125,-0.13916015625,0.996337890625,-1.3427734375,4.7607421875,11.77978515625
-0.064208984375,0.18408203125,1.023193359375,14.95361328125,2.9296875,-4.45556640625
-0.03076171875,0.0888671875,0.99951171875,-9.27734375,0.732421875,0.67138671875
-0.000244140625,0.0634765625,1.01220703125,-0.1220703125,-0.06103515625,0.30517578125
-0.003662109375,0.0458984375,1.00537109375,5.37109375,-0.91552734375,-4.39453125
0.013671875,-0.0361328125,1.016845703125,14.83154296875,0.9765625,-2.99072265625
0.01171875,0.006103515625,1.009765625,5.7373046875,1.5869140625,0.732421875
0.007080078125,0.02880859375,1.009765625,2.62451171875,0.6103515625,0.244140625
0.015869140625,0.020263671875,1.010986328125,0.8544921875,-0.6103515625,0.244140625
0.000732421875,0.02734375,1.0107421875,2.197265625,0.1220703125,-0.244140625
0.005615234375,0.03076171875,1.011474609375,3.23486328125,1.220703125,0.30517578125
0.00830078125,0.030517578125,1.0126953125,3.60107421875,1.89208984375,0.9765625
0.0078125,0.03369140625,1.010498046875,1.5869140625,0.8544921875,2.197265625
0.007568359375,0.027587890625,1.01220703125,0.48828125,0.54931640625,2.5634765625
0.017578125,0.001220703125,1.010986328125,0.79345703125,0.48828125,3.35693359375
0.02001953125,0.009521484375,1.01025390625,-1.03759765625,1.40380859375,0.54931640625
0.009765625,0.03662109375,1.01123046875,-0.91552734375,1.3427734375,-4.7607421875
0.00439453125,0.047607421875,1.01123046875,-0.30517578125,1.40380859375,-5.43212890625
-0.005126953125,0.054931640625,1.01318359375,-0.18310546875,1.15966796875,-2.8076171875
0.00634765625,0.030517578125,1.011962890625,-1.03759765625,1.28173828125,-0.06103515625
0.01708984375,-0.00537109375,1.010498046875,-0.6103515625,1.40380859375,0.1220703125
0.005859375,0.03759765625,1.014404296875,0.1220703125,1.220703125,-1.953125
0.00634765625,0.031005859375,1.010986328125,-0.6103515625,1.15966796875,-0.6103515625
0.0087890625,0.02685546875,1.010009765625,0.0,1.03759765625,-1.220703125
0.004638671875,0.029052734375,1.014892578125,0.30517578125,1.15966796875,-0.3662109375
0.007568359375,0.039306640625,1.01025390625,0.244140625,0.9765625,-0.6103515625
0.000732421875,0.050048828125,1.014404296875,2.13623046875,0.67138671875,0.9765625
-0.004638671875,0.044921875,1.011474609375,2.38037109375,0.732421875,6.34765625
0.0009765625,0.0244140625,1.00537109375,1.77001953125,0.732421875,8.544921875
0.0205078125,0.031982421875,1.0146484375,-0.3662109375,-0.732421875,11.04736328125
0.021240234375,0.03564453125,1.003662109375,1.8310546875,-0.18310546875,9.09423828125
0.02783203125,0.00146484375,1.011474609375,0.06103515625,-0.18310546875,7.32421875
0.01318359375,0.022216796875,1.010986328125,0.06103515625,0.42724609375,1.46484375
0.010986328125,0.041259765625,1.010986328125,-0.8544921875,0.91552734375,-0.42724609375
0.00830078125,0.041015625,1.01123046875,-0.91552734375,0.79345703125,0.91552734375
0.012939453125,0.02685546875,1.015869140625,-1.5869140625,0.8544921875,0.67138671875
0.01123046875,0.021484375,1.012939453125,-0.6103515625,1.03759765625,-0.91552734375
0.03271484375,0.02392578125,1.0244140625,1.0986328125,-1.89208984375,0.6103515625
-0.001220703125,0.042724609375,1.011962890625,1.220703125,0.0,2.38037109375
0.007568359375,0.03369140625,1.014404296875,0.3662109375,0.91552734375,-0.18310546875
0.013916015625,0.04052734375,1.0068359375,2.62451171875,0.1220703125,-0.42724609375
0.03857421875,0.02587890625,1.013427734375,0.79345703125,0.244140625,0.54931640625
0.013916015625,0.040771484375,1.015380859375,-0.48828125,1.40380859375,-1.89208984375
0.0078125,0.045654296875,1.04150390625,-9.82666015625,8.6669921875,-5.92041015625
0.025634765625,0.0615234375,1.009765625,3.7841796875,-0.732421875,-15.625
-0.041015625,-0.002197265625,0.997314453125,6.103515625,7.14111328125,-19.95849609375
-0.021728515625,0.052734375,0.88916015625,2.74658203125,1.64794921875,-3.173828125
-0.029052734375,0.015625,0.982177734375,-1.03759765625,1.3427734375,0.54931640625
-0.011474609375,0.042724609375,0.979248046875,-0.42724609375,0.732421875,0.244140625
0.0087890625,0.027587890625,1.017578125,-0.42724609375,0.30517578125,0.48828125
