accX,accY,accZ
0.017578125,0.037353515625,1.024658203125
0.020751953125,0.039306640625,1.025146484375
0.021484375,0.0361328125,1.026123046875
-0.052734375,0.01513671875,1.03173828125
-0.163330078125,0.01220703125,1.02001953125
0.00830078125,-0.054931640625,1.0341796875
0.09228515625,0.07421875,1.03515625
0.223876953125,0.140380859375,1.214599609375
0.03173828125,-0.115966796875,1.05908203125
0.073486328125,0.00537109375,1.01611328125
0.025390625,0.068115234375,1.018798828125
0.03173828125,0.0537109375,1.0087890625
0.0576171875,0.062255859375,1.01611328125
0.106201171875,0.044921875,1.04248046875
0.029296875,0.040771484375,1.047119140625
-0.026611328125,0.03173828125,1.032470703125
-0.033447265625,0.070068359375,0.979248046875
-0.055908203125,0.07666015625,1.02587890625
-0.0244140625,0.02685546875,1.019775390625
0.025146484375,0.038330078125,1.020263671875
0.033203125,0.013671875,1.015625
0.032958984375,0.047119140625,1.0283203125
0.01611328125,0.0283203125,1.019287109375
0.035888671875,0.041748046875,1.02587890625
0.0341796875,0.043212890625,1.02880859375
0.03369140625,0.039306640625,1.02099609375
0.029052734375,0.034423828125,1.02099609375
0.03564453125,0.0361328125,1.027099609375
0.031494140625,0.037109375,1.02294921875
0.032470703125,0.0390625,1.028076171875
0.03173828125,0.0380859375,1.02392578125
0.033935546875,0.03759765625,1.021484375
0.030029296875,0.036376953125,1.02392578125
0.02880859375,0.05908203125,0.99169921875
0.037109375,0.03857421875,1.025390625
0.03173828125,0.03857421875,1.021728515625
0.0361328125,0.036865234375,1.022216796875
0.029052734375,0.0390625,1.024658203125
0.034912109375,0.03955078125,1.0244140625
0.034912109375,0.037841796875,1.023193359375
0.03466796875,0.038330078125,1.016845703125
0.03271484375,0.038330078125,1.02490234375
0.032470703125,0.0380859375,1.026123046875
0.033447265625,0.038818359375,1.0244140625
0.035400390625,0.037841796875,1.024169921875
0.033447265625,0.0380859375,1.025390625
0.037109375,0.038330078125,1.027099609375
0.0361328125,0.0400390625,1.025634765625
0.033935546875,0.0390625,1.025390625
0.03271484375,0.0380859375,1.023681640625
0.03466796875,0.037841796875,1.025390625
0.037353515625,0.038330078125,1.024169921875
