accX,accY,accZ
0.0390625,0.02685546875,1.0166015625
0.039794921875,0.024658203125,1.019775390625
0.02392578125,0.053466796875,1.025634765625
0.017333984375,0.06787109375,1.01953125
0.040283203125,0.002197265625,1.016357421875
0.031005859375,0.04052734375,1.015625
0.024658203125,0.060546875,1.0166015625
0.049072265625,0.026611328125,1.0185546875
-0.00341796875,0.03271484375,1.016357421875
-0.010498046875,0.0,1.00830078125
0.016845703125,0.034423828125,1.017578125
0.00830078125,0.007568359375,1.017578125
0.0087890625,-0.0107421875,1.04443359375
-0.002197265625,-0.009765625,1.022705078125
0.02880859375,0.071044921875,1.01318359375
0.058349609375,0.18994140625,0.7119140625
-0.00634765625,0.128662109375,0.845458984375
-0.040283203125,-0.01904296875,1.08447265625
-0.001220703125,0.08447265625,0.84423828125
0.013916015625,0.016845703125,1.021484375
0.04150390625,0.03515625,1.064453125
0.056396484375,0.063232421875,1.032958984375
0.071533203125,0.031982421875,1.0810546875
0.06640625,0.049072265625,1.055908203125
0.04541015625,0.036865234375,1.048583984375
0.015380859375,0.043701171875,1.01123046875
-0.010986328125,0.040283203125,0.99365234375
-0.025634765625,0.042724609375,0.984375
-0.018798828125,0.042236328125,0.9794921875
-0.004638671875,0.04150390625,1.003662109375
0.020751953125,0.043212890625,1.0234375
0.041748046875,0.040283203125,1.042724609375
0.0546875,0.040771484375,1.052734375
0.05078125,0.03857421875,1.047119140625
0.038330078125,0.041015625,1.033203125
0.018798828125,0.041259765625,1.02197265625
0.000732421875,0.042724609375,1.003662109375
-0.008544921875,0.041259765625,0.998291015625
-0.00634765625,0.04150390625,1.000732421875
0.002685546875,0.0400390625,1.007568359375
0.01806640625,0.03955078125,1.0205078125
0.03173828125,0.0390625,1.030517578125
0.0390625,0.039306640625,1.035888671875
0.0390625,0.038818359375,1.0361328125
0.031982421875,0.03955078125,1.03076171875
0.021484375,0.041259765625,1.02001953125
0.011474609375,0.041748046875,1.01416015625
0.00390625,0.04296875,1.009033203125
0.007080078125,0.04052734375,1.009033203125
0.010009765625,0.0400390625,1.012451171875
0.016357421875,0.040283203125,1.015869140625
0.023681640625,0.040771484375,1.0234375
0.02490234375,0.0419921875,1.02587890625
0.026611328125,0.040771484375,1.027587890625
0.025146484375,0.041259765625,1.027587890625
0.02197265625,0.04150390625,1.022705078125
0.02099609375,0.042236328125,1.022216796875
0.016357421875,0.04150390625,1.016845703125
0.014892578125,0.041748046875,1.016357421875
0.01416015625,0.04052734375,1.015625
0.012939453125,0.03955078125,1.014892578125
0.0146484375,0.041015625,1.015869140625
0.016845703125,0.040771484375,1.01904296875
0.01953125,0.041259765625,1.01806640625
0.019287109375,0.040771484375,1.024169921875
0.02099609375,0.042724609375,1.0224609375
0.023193359375,0.039794921875,1.0205078125
0.023193359375,0.041259765625,1.0224609375
0.02099609375,0.0400390625,1.021728515625
0.020263671875,0.041259765625,1.02294921875
0.018798828125,0.04052734375,1.021728515625
0.01806640625,0.04150390625,1.018798828125
0.015625,0.0419921875,1.018310546875
0.0146484375,0.04052734375,1.01904296875
0.01708984375,0.040283203125,1.020751953125
0.016357421875,0.042724609375,1.020263671875
0.0185546875,0.041015625,1.01708984375
0.018798828125,0.0419921875,1.017333984375
0.01953125,0.04150390625,1.021484375
0.02001953125,0.04052734375,1.019775390625
0.01904296875,0.041015625,1.018798828125
0.021240234375,0.04052734375,1.021240234375
0.021240234375,0.04052734375,1.020751953125
0.020263671875,0.0419921875,1.022705078125
0.019287109375,0.041748046875,1.01953125
0.0185546875,0.040771484375,1.02294921875
0.018798828125,0.040771484375,1.01708984375
0.016845703125,0.040771484375,1.02197265625
0.015869140625,0.039794921875,1.01953125
0.0166015625,0.040771484375,1.017333984375
0.01904296875,0.04052734375,1.01904296875
0.01806640625,0.04150390625,1.018310546875
0.019775390625,0.040283203125,1.021728515625
0.01953125,0.0400390625,1.01904296875
0.01904296875,0.0419921875,1.021240234375
0.017822265625,0.040771484375,1.021240234375
0.02001953125,0.041015625,1.0205078125
0.019287109375,0.041259765625,1.02001953125
0.02001953125,0.041015625,1.021484375
0.01904296875,0.041748046875,1.021240234375
0.01904296875,0.041748046875,1.022705078125
0.020263671875,0.04052734375,1.021484375
0.01806640625,0.0400390625,1.022705078125
0.01806640625,0.041748046875,1.02001953125
0.01806640625,0.040771484375,1.01953125
-0.083740234375,0.01025390625,1.02734375
-0.028076171875,-0.160888671875,0.9716796875
0.080078125,0.085205078125,1.01708984375
0.02978515625,-0.07080078125,1.01708984375
0.04736328125,-0.03125,1.0361328125
0.0283203125,0.05078125,1.046875
0.121337890625,0.083251953125,1.295166015625
0.203369140625,0.03955078125,1.148193359375
0.0693359375,0.11669921875,1.072998046875
0.0078125,0.187744140625,1.292236328125
0.137939453125,0.135009765625,1.056640625
-0.098388671875,0.21337890625,0.8876953125
-0.033203125,0.24169921875,1.138427734375
-0.04345703125,0.30859375,1.537109375
0.109375,0.244140625,1.75830078125
0.03173828125,0.350341796875,1.85546875
-0.174072265625,0.245361328125,1.538330078125
-0.343505859375,0.3798828125,1.4248046875
-0.1669921875,0.4619140625,1.287841796875
-0.29296875,0.5908203125,0.931396484375
-0.34814453125,0.548583984375,0.877197265625
-0.366455078125,0.377197265625,0.507080078125
-0.2548828125,0.31689453125,0.27099609375
-0.253173828125,0.32421875,0.15771484375
-0.276611328125,0.323486328125,-0.0361328125
-0.1806640625,0.34130859375,-0.26904296875
-0.21923828125,0.2880859375,-0.369873046875
-0.359375,0.31005859375,-0.35595703125
-0.375,0.387451171875,-0.477783203125
-0.313720703125,0.421142578125,-0.37890625
-0.15625,0.60107421875,-0.246337890625
-0.1357421875,0.56494140625,-0.3427734375
-0.153076171875,0.510009765625,-0.5087890625
-0.216552734375,0.468505859375,-0.618408203125
-0.204833984375,0.4697265625,-0.56103515625
-0.101318359375,0.4052734375,-0.505615234375
0.142822265625,0.48095703125,-0.583740234375
0.158447265625,0.45458984375,-0.791259765625
-0.03662109375,0.3447265625,-0.879150390625
0.03515625,0.23681640625,-0.844970703125
0.2841796875,0.221923828125,-0.7724609375
0.34912109375,0.2587890625,-1.01416015625
0.265625,0.043701171875,-1.220458984375
0.319580078125,-0.122802734375,-1.2041015625
0.34765625,-0.1201171875,-1.0888671875
0.234130859375,-0.116455078125,-1.14306640625
0.21630859375,-0.184814453125,-1.2109375
0.408447265625,0.00146484375,-1.3837890625
0.253662109375,0.13330078125,-1.973876953125
-0.064453125,-0.096435546875,-1.697021484375
-0.1904296875,-0.1298828125,-0.8046875
-0.07177734375,0.02880859375,-0.5107421875
0.17529296875,0.041259765625,-0.766357421875
0.153076171875,-0.001953125,-0.928955078125
0.03759765625,0.065185546875,-1.04150390625
0.001953125,0.059814453125,-1.1025390625
-0.111328125,0.0478515625,-1.086181640625
-0.026123046875,0.0576171875,-1.03662109375
-0.13232421875,0.096923828125,-0.98388671875
-0.11328125,0.02197265625,-1.009033203125
-0.10400390625,0.05908203125,-1.057861328125
-0.10693359375,0.075439453125,-1.088134765625
-0.1064453125,0.079345703125,-1.068115234375
-0.166748046875,0.08349609375,-0.94775390625
-0.19140625,0.060791015625,-0.88037109375
-0.14404296875,-0.000732421875,-0.948486328125
